New log started
Initializing OpenCL environement...
1 - Motion: 1088 430
1 - Motion: 1083 421
1 - Motion: 1078 412
1 - Motion: 1073 403
1 - Motion: 1068 396
1 - Motion: 1063 389
1 - Motion: 1058 382
1 - Motion: 1053 375
1 - Keypress: 65363
1 - Motion: 1048 368
1 - Motion: 1043 361
1 - Motion: 1038 354
1 - Motion: 1033 347
1 - Motion: 1028 340
1 - Motion: 1023 333
1 - Motion: 1018 326
1 - Motion: 1013 321
1 - Motion: 1008 316
1 - Motion: 1003 311
1 - Motion: 998 306
1 - Motion: 993 301
1 - Motion: 988 296
1 - Motion: 983 291
1 - Motion: 981 289
1 - Motion: 978 286
1 - Motion: 975 284
1 - Motion: 970 282
1 - Motion: 965 280
1 - Motion: 960 277
1 - Motion: 955 275
1 - Motion: 950 273
1 - Motion: 945 271
1 - Motion: 940 271
1 - Motion: 935 269
1 - Motion: 930 269
1 - Motion: 925 269
1 - Motion: 920 269
1 - Motion: 915 269
1 - Motion: 913 269
1 - Motion: 910 269
1 - Motion: 908 269
1 - Motion: 906 269
1 - Motion: 903 269
1 - Motion: 901 269
1 - Motion: 899 269
1 - Motion: 896 269
1 - Motion: 894 269
1 - Motion: 892 269
1 - Motion: 889 269
1 - Motion: 887 269
1 - Motion: 885 269
1 - Motion: 883 271
1 - Motion: 880 271
1 - Motion: 878 271
1 - Motion: 877 271
1 - Motion: 875 271
1 - Motion: 872 272
1 - Motion: 870 272
1 - Motion: 867 272
1 - Motion: 864 274
1 - Motion: 863 274
1 - Motion: 860 274
1 - Motion: 857 276
1 - Motion: 854 276
1 - Motion: 851 278
1 - Motion: 848 280
1 - Motion: 845 280
1 - Motion: 842 282
1 - Motion: 839 285
1 - Motion: 836 287
1 - Motion: 833 289
1 - Motion: 831 291
1 - Motion: 828 293
1 - Motion: 825 295
1 - Motion: 823 298
1 - Motion: 820 300
1 - Motion: 817 303
1 - Motion: 815 306
1 - Motion: 813 309
1 - Motion: 810 314
1 - Motion: 808 319
1 - Motion: 806 324
1 - Motion: 804 329
1 - Motion: 804 334
1 - Motion: 802 339
1 - Motion: 800 344
1 - Motion: 800 349
1 - Motion: 798 354
1 - Motion: 796 359
1 - Motion: 796 364
1 - Motion: 796 369
1 - Motion: 794 376
1 - Motion: 794 383
1 - Motion: 794 390
1 - Keyrelease: 65363
1 - Motion: 794 397
1 - Motion: 794 404
1 - Motion: 794 411
1 - Motion: 794 420
1 - Motion: 792 429
1 - Motion: 792 438
1 - Motion: 794 447
1 - Motion: 794 456
1 - Motion: 794 465
1 - Motion: 794 474
1 - Motion: 796 483
1 - Motion: 798 492
1 - Motion: 800 501
1 - Motion: 802 510
1 - Motion: 804 519
1 - Motion: 806 528
1 - Motion: 808 537
1 - Motion: 810 546
1 - Motion: 812 555
1 - Motion: 814 564
1 - Motion: 817 571
1 - Motion: 819 578
1 - Motion: 821 585
1 - Motion: 823 592
1 - Motion: 826 599
1 - Motion: 828 606
1 - Motion: 830 611
1 - Motion: 833 616
1 - Motion: 835 621
1 - Motion: 837 626
1 - Motion: 839 628
1 - Motion: 842 631
1 - Motion: 844 634
1 - Motion: 846 637
1 - Motion: 848 639
1 - Motion: 850 641
1 - Motion: 852 643
1 - Motion: 854 645
1 - Motion: 856 647
1 - Motion: 858 649
1 - Motion: 860 649
1 - Motion: 862 651
1 - Motion: 864 651
1 - Motion: 866 653
1 - Motion: 868 655
1 - Motion: 870 655
1 - Motion: 871 655
1 - Motion: 873 657
1 - Motion: 875 657
1 - Motion: 877 657
1 - Motion: 879 657
1 - Motion: 881 657
1 - Motion: 883 657
1 - Motion: 885 657
1 - Motion: 887 657
1 - Motion: 890 657
1 - Motion: 892 655
1 - Motion: 894 655
1 - Motion: 896 655
1 - Motion: 899 655
1 - Motion: 901 655
1 - Motion: 904 653
1 - Motion: 906 653
1 - Motion: 908 653
1 - Motion: 911 653
1 - Motion: 914 651
1 - Motion: 916 651
1 - Motion: 919 651
1 - Keypress: 65364
1 - Motion: 922 651
1 - Motion: 924 649
1 - Motion: 927 649
1 - Motion: 930 649
1 - Motion: 932 647
1 - Motion: 935 647
1 - Motion: 938 645
1 - Motion: 940 645
1 - Motion: 943 643
1 - Motion: 945 643
1 - Motion: 948 641
1 - Motion: 950 641
1 - Motion: 952 639
1 - Motion: 955 637
1 - Motion: 957 635
1 - Motion: 960 633
1 - Motion: 962 631
1 - Motion: 964 628
1 - Motion: 967 626
1 - Motion: 969 623
1 - Motion: 972 620
1 - Motion: 974 617
1 - Motion: 976 615
1 - Motion: 979 612
1 - Motion: 981 607
1 - Motion: 983 602
1 - Motion: 985 597
1 - Motion: 987 592
1 - Motion: 989 587
1 - Motion: 991 582
1 - Motion: 993 577
1 - Motion: 993 572
1 - Motion: 995 567
1 - Motion: 997 562
1 - Motion: 997 557
1 - Motion: 999 552
1 - Motion: 999 547
1 - Motion: 997 542
1 - Motion: 997 537
1 - Motion: 997 532
1 - Motion: 997 527
1 - Motion: 995 522
1 - Motion: 993 517
1 - Motion: 993 512
1 - Motion: 990 507
1 - Motion: 988 502
1 - Motion: 986 497
1 - Motion: 984 492
1 - Motion: 981 487
1 - Motion: 979 482
1 - Motion: 976 477
1 - Motion: 973 472
1 - Motion: 970 467
1 - Motion: 967 462
1 - Motion: 962 457
1 - Motion: 957 452
1 - Motion: 952 447
1 - Motion: 947 442
1 - Motion: 942 437
1 - Motion: 935 432
1 - Motion: 928 427
1 - Motion: 921 422
1 - Motion: 914 420
1 - Motion: 907 417
1 - Motion: 900 414
1 - Motion: 893 411
1 - Motion: 886 408
1 - Motion: 879 405
1 - Motion: 870 402
1 - Motion: 861 399
1 - Motion: 852 397
1 - Motion: 843 394
1 - Motion: 834 391
1 - Motion: 825 389
1 - Motion: 816 386
1 - Motion: 807 383
1 - Motion: 798 381
1 - Motion: 789 378
1 - Motion: 780 376
1 - Motion: 771 374
1 - Motion: 762 372
1 - Motion: 753 372
1 - Motion: 744 370
1 - Motion: 735 370
1 - Motion: 728 370
1 - Motion: 721 370
1 - Motion: 714 370
1 - Motion: 707 370
1 - Motion: 700 370
1 - Motion: 695 370
1 - Motion: 690 372
1 - Motion: 685 372
1 - Motion: 683 372
1 - Motion: 681 372
1 - Motion: 679 374
1 - Motion: 677 374
1 - Motion: 675 376
1 - Motion: 673 376
1 - Motion: 673 378
1 - Motion: 672 378
1 - Motion: 672 380
1 - Motion: 670 380
1 - Motion: 670 381
1 - Motion: 672 386
1 - Motion: 672 391
1 - Motion: 674 396
1 - Motion: 677 403
1 - Motion: 679 412
1 - Motion: 682 423
1 - Motion: 685 434
1 - Motion: 690 445
1 - Motion: 695 456
1 - Motion: 700 467
1 - Motion: 705 478
1 - Motion: 710 489
1 - Motion: 715 500
1 - Motion: 720 511
1 - Motion: 725 522
1 - Motion: 730 531
1 - Motion: 735 540
1 - Motion: 740 549
1 - Motion: 745 556
1 - Motion: 750 563
1 - Motion: 755 570
1 - Motion: 762 577
1 - Motion: 769 584
1 - Motion: 776 591
1 - Motion: 783 596
1 - Motion: 790 601
1 - Motion: 797 606
1 - Motion: 804 611
1 - Keyrelease: 65364
1 - Motion: 811 613
1 - Motion: 818 616
1 - Motion: 825 618
1 - Motion: 832 620
1 - Motion: 839 622
1 - Motion: 846 622
1 - Motion: 853 622
1 - Motion: 860 622
1 - Motion: 867 622
1 - Motion: 874 622
1 - Motion: 881 620
1 - Motion: 888 618
1 - Motion: 895 618
1 - Motion: 902 616
1 - Motion: 909 614
1 - Motion: 916 612
1 - Motion: 923 609
1 - Motion: 930 607
1 - Motion: 937 604
1 - Motion: 944 601
1 - Motion: 951 599
1 - Motion: 958 596
1 - Motion: 965 593
1 - Motion: 972 590
1 - Motion: 979 585
1 - Motion: 986 580
1 - Motion: 991 575
1 - Motion: 996 570
1 - Motion: 1001 565
1 - Motion: 1006 560
1 - Motion: 1011 555
1 - Motion: 1013 550
1 - Motion: 1016 545
1 - Motion: 1018 540
1 - Motion: 1020 535
1 - Motion: 1022 530
1 - Motion: 1022 525
1 - Motion: 1022 518
1 - Motion: 1022 511
1 - Motion: 1022 504
1 - Motion: 1020 497
1 - Motion: 1018 490
1 - Motion: 1016 483
1 - Motion: 1013 476
1 - Motion: 1011 469
1 - Motion: 1008 462
1 - Motion: 1005 455
1 - Motion: 1000 448
1 - Motion: 995 441
1 - Motion: 990 434
1 - Motion: 985 427
1 - Motion: 980 420
1 - Motion: 975 413
1 - Motion: 970 406
1 - Motion: 965 401
1 - Motion: 960 396
1 - Motion: 955 391
1 - Motion: 950 386
1 - Motion: 945 381
1 - Motion: 940 379
1 - Motion: 935 377
1 - Motion: 930 375
1 - Motion: 925 375
1 - Motion: 920 373
1 - Keypress: 65361
1 - Motion: 915 373
1 - Motion: 908 373
1 - Motion: 901 373
1 - Motion: 894 373
1 - Motion: 887 373
1 - Motion: 880 373
1 - Motion: 873 373
1 - Motion: 866 375
1 - Motion: 859 377
1 - Motion: 850 377
1 - Motion: 841 379
1 - Motion: 832 381
1 - Motion: 823 384
1 - Motion: 814 387
1 - Motion: 805 389
1 - Motion: 796 392
1 - Motion: 787 395
1 - Motion: 778 398
1 - Motion: 771 401
1 - Motion: 764 404
1 - Motion: 757 407
1 - Motion: 750 410
1 - Motion: 743 415
1 - Motion: 738 420
1 - Motion: 733 425
1 - Motion: 728 430
1 - Motion: 726 435
1 - Motion: 724 440
1 - Motion: 721 445
1 - Motion: 719 450
1 - Motion: 719 455
1 - Motion: 719 460
1 - Motion: 717 467
1 - Motion: 717 474
1 - Motion: 719 481
1 - Motion: 719 488
1 - Motion: 721 495
1 - Motion: 723 502
1 - Motion: 725 509
1 - Motion: 727 516
1 - Motion: 730 523
1 - Motion: 732 530
1 - Motion: 735 535
1 - Motion: 737 540
1 - Motion: 740 545
1 - Motion: 743 550
1 - Motion: 746 555
1 - Motion: 749 560
1 - Motion: 752 565
1 - Keyrelease: 65361
1 - Motion: 755 570
1 - Motion: 758 575
1 - Motion: 763 580
1 - Motion: 768 585
1 - Motion: 773 587
1 - Motion: 778 590
1 - Motion: 783 592
1 - Motion: 788 594
1 - Motion: 793 596
1 - Motion: 798 598
1 - Motion: 805 600
1 - Motion: 812 602
1 - Motion: 819 602
1 - Motion: 828 602
1 - Motion: 837 600
1 - Motion: 846 600
1 - Motion: 855 600
1 - Motion: 866 598
1 - Motion: 877 598
1 - Motion: 888 596
1 - Motion: 899 593
1 - Motion: 910 591
1 - Motion: 923 588
1 - Motion: 936 585
1 - Motion: 949 582
1 - Motion: 962 579
1 - Motion: 975 576
1 - Motion: 986 573
1 - Motion: 997 570
1 - Motion: 1008 565
1 - Motion: 1019 560
1 - Motion: 1030 555
1 - Motion: 1041 550
1 - Motion: 1052 545
1 - Motion: 1063 540
1 - Motion: 1074 535
1 - Motion: 1083 530
1 - Motion: 1092 525
1 - Motion: 1099 520
1 - Motion: 1106 515
1 - Motion: 1113 510
1 - Motion: 1118 505
1 - Motion: 1123 500
1 - Motion: 1128 495
1 - Motion: 1133 490
1 - Motion: 1135 485
1 - Motion: 1137 480
1 - Motion: 1139 475
1 - Motion: 1141 470
1 - Motion: 1143 465
1 - Motion: 1143 460
1 - Motion: 1141 455
1 - Motion: 1141 450
1 - Motion: 1141 445
1 - Motion: 1139 440
1 - Motion: 1137 435
1 - Motion: 1134 430
1 - Motion: 1132 425
1 - Motion: 1129 420
1 - Motion: 1126 415
1 - Motion: 1123 410
1 - Motion: 1120 405
1 - Motion: 1115 400
1 - Motion: 1110 395
1 - Motion: 1105 390
1 - Motion: 1100 385
1 - Motion: 1095 378
1 - Motion: 1088 371
1 - Motion: 1081 364
1 - Motion: 1074 357
1 - Motion: 1067 350
1 - Motion: 1060 345
1 - Motion: 1053 340
1 - Motion: 1046 335
1 - Motion: 1039 330
1 - Motion: 1032 325
1 - Motion: 1025 320
1 - Motion: 1018 315
1 - Motion: 1011 313
1 - Motion: 1004 310
1 - Motion: 997 308
1 - Motion: 990 306
1 - Motion: 983 306
1 - Motion: 976 304
1 - Motion: 969 304
1 - Motion: 962 304
1 - Motion: 955 304
1 - Motion: 948 304
1 - Motion: 941 304
1 - Motion: 934 304
1 - Motion: 927 304
1 - Motion: 920 306
1 - Motion: 913 306
1 - Motion: 906 308
1 - Motion: 899 310
1 - Motion: 894 312
1 - Motion: 889 314
1 - Motion: 884 316
1 - Motion: 879 318
1 - Motion: 874 320
1 - Motion: 869 322
1 - Motion: 867 324
1 - Motion: 865 327
1 - Motion: 863 330
1 - Motion: 861 335
1 - Motion: 859 340
1 - Motion: 857 345
1 - Motion: 855 350
1 - Motion: 855 357
1 - Motion: 855 364
1 - Motion: 855 371
1 - Motion: 853 378
1 - Motion: 855 385
1 - Motion: 855 392
1 - Motion: 857 399
1 - Motion: 859 406
1 - Motion: 861 413
1 - Motion: 863 420
1 - Motion: 865 427
1 - Motion: 867 436
1 - Motion: 870 445
1 - Motion: 872 454
1 - Motion: 875 463
1 - Motion: 877 472
1 - Motion: 880 481
1 - Motion: 883 490
1 - Motion: 886 499
1 - Motion: 889 506
1 - Motion: 892 513
1 - Motion: 895 520
1 - Motion: 898 527
1 - Motion: 901 534
1 - Motion: 904 541
1 - Motion: 907 548
1 - Motion: 912 555
1 - Motion: 917 560
1 - Motion: 922 565
1 - Motion: 927 570
1 - Motion: 932 575
1 - Motion: 937 580
1 - Motion: 942 585
1 - Motion: 947 587
1 - Motion: 952 590
1 - Motion: 957 592
1 - Motion: 962 595
1 - Motion: 967 597
1 - Motion: 972 599
1 - Motion: 977 601
1 - Motion: 982 601
1 - Motion: 987 603
1 - Motion: 994 603
1 - Motion: 1001 603
1 - Motion: 1008 605
1 - Motion: 1015 603
1 - Motion: 1022 603
1 - Motion: 1029 603
1 - Motion: 1036 601
1 - Motion: 1043 601
1 - Motion: 1050 599
1 - Motion: 1057 599
1 - Motion: 1064 597
1 - Motion: 1071 595
1 - Motion: 1078 593
1 - Motion: 1085 593
1 - Motion: 1092 591
1 - Motion: 1099 589
1 - Motion: 1106 586
1 - Motion: 1113 584
1 - Motion: 1120 582
1 - Motion: 1127 579
1 - Motion: 1134 577
1 - Motion: 1141 574
1 - Motion: 1148 571
1 - Motion: 1155 568
1 - Motion: 1160 563
1 - Motion: 1165 558
1 - Motion: 1170 553
1 - Motion: 1175 548
1 - Motion: 1177 543
1 - Motion: 1180 538
1 - Motion: 1182 533
1 - Motion: 1185 526
1 - Motion: 1185 519
1 - Motion: 1185 512
1 - Motion: 1185 505
1 - Motion: 1183 498
1 - Motion: 1180 489
1 - Motion: 1178 480
1 - Motion: 1176 471
1 - Motion: 1173 462
1 - Motion: 1168 453
1 - Motion: 1163 444
1 - Motion: 1158 433
1 - Motion: 1153 422
1 - Motion: 1146 411
1 - Motion: 1139 400
1 - Motion: 1130 389
1 - Motion: 1121 378
1 - Motion: 1112 367
1 - Motion: 1103 356
1 - Motion: 1092 345
1 - Motion: 1081 334
1 - Motion: 1068 323
1 - Motion: 1055 312
1 - Motion: 1042 301
1 - Motion: 1029 292
1 - Motion: 1016 283
1 - Motion: 1003 276
1 - Motion: 990 269
1 - Motion: 975 262
1 - Motion: 960 257
1 - Motion: 945 255
1 - Motion: 930 252
1 - Motion: 915 250
1 - Motion: 900 248
1 - Motion: 885 248
1 - Motion: 870 248
1 - Motion: 855 248
1 - Motion: 840 248
1 - Motion: 825 250
1 - Motion: 810 250
1 - Motion: 795 252
1 - Motion: 780 254
1 - Motion: 765 256
1 - Motion: 750 256
1 - Motion: 735 258
1 - Motion: 722 260
1 - Motion: 709 262
1 - Motion: 698 264
1 - Motion: 687 266
1 - Motion: 676 268
1 - Motion: 665 270
1 - Motion: 656 272
1 - Motion: 647 274
1 - Motion: 638 276
1 - Motion: 629 278
1 - Motion: 622 280
1 - Motion: 615 283
1 - Motion: 608 285
1 - Motion: 603 288
1 - Motion: 601 291
1 - Motion: 599 294
1 - Motion: 597 297
1 - Motion: 597 304
1 - Motion: 597 311
1 - Motion: 599 318
1 - Motion: 602 325
1 - Motion: 605 334
1 - Motion: 608 343
1 - Motion: 613 354
1 - Motion: 618 365
1 - Motion: 623 376
1 - Motion: 628 387
1 - Motion: 633 398
1 - Motion: 640 409
1 - Motion: 647 420
1 - Motion: 654 431
1 - Motion: 661 442
1 - Motion: 668 453
1 - Motion: 675 464
1 - Motion: 682 475
1 - Motion: 689 486
1 - Motion: 696 495
1 - Motion: 703 504
1 - Motion: 712 513
1 - Motion: 721 522
1 - Motion: 730 531
1 - Motion: 739 538
1 - Motion: 748 545
1 - Motion: 757 552
1 - Motion: 766 559
1 - Motion: 775 566
1 - Motion: 784 571
1 - Motion: 793 576
1 - Motion: 802 581
1 - Motion: 811 586
1 - Motion: 820 588
1 - Motion: 829 591
1 - Motion: 838 593
1 - Motion: 847 595
1 - Motion: 856 597
1 - Motion: 865 599
1 - Motion: 876 599
1 - Motion: 887 601
1 - Motion: 898 601
1 - Motion: 909 601
1 - Motion: 920 601
1 - Motion: 931 601
1 - Motion: 942 601
1 - Motion: 953 601
1 - Motion: 962 599
1 - Motion: 971 599
1 - Motion: 980 597
1 - Motion: 989 597
1 - Motion: 998 595
1 - Motion: 1005 595
1 - Motion: 1012 593
1 - Motion: 1019 591
1 - Motion: 1026 589
1 - Motion: 1033 587
1 - Motion: 1040 585
1 - Motion: 1047 583
1 - Motion: 1054 581
1 - Motion: 1061 579
1 - Motion: 1068 577
1 - Motion: 1073 574
1 - Motion: 1078 572
1 - Motion: 1083 569
1 - Motion: 1085 566
1 - Motion: 1088 563
1 - Motion: 1088 560
1 - Motion: 1090 555
1 - Motion: 1090 550
1 - Motion: 1090 545
1 - Motion: 1090 540
1 - Motion: 1088 535
1 - Motion: 1086 530
1 - Motion: 1084 525
1 - Motion: 1081 520
1 - Motion: 1079 515
1 - Motion: 1074 508
1 - Motion: 1069 501
1 - Motion: 1064 494
1 - Motion: 1059 487
1 - Motion: 1052 480
1 - Motion: 1045 473
1 - Motion: 1036 466
1 - Motion: 1027 459
1 - Motion: 1018 452
1 - Motion: 1009 445
1 - Motion: 998 438
1 - Motion: 987 431
1 - Motion: 976 424
1 - Motion: 965 417
1 - Motion: 954 410
1 - Motion: 943 403
1 - Motion: 932 398
1 - Motion: 921 393
1 - Motion: 910 388
1 - Motion: 899 386
1 - Motion: 888 384
1 - Motion: 877 382
1 - Motion: 866 380
1 - Motion: 857 378
1 - Motion: 848 376
1 - Motion: 839 376
1 - Motion: 830 376
1 - Motion: 821 376
1 - Motion: 812 378
1 - Motion: 803 378
1 - Motion: 794 380
1 - Motion: 785 382
1 - Motion: 776 384
1 - Motion: 767 386
1 - Motion: 758 388
1 - Motion: 751 390
1 - Motion: 744 392
1 - Motion: 737 395
1 - Motion: 730 398
1 - Motion: 723 401
1 - Motion: 718 406
1 - Motion: 713 411
1 - Motion: 708 416
1 - Motion: 706 423
1 - Motion: 704 430
1 - Motion: 702 437
1 - Motion: 702 444
1 - Motion: 704 453
1 - Motion: 706 462
1 - Motion: 708 473
1 - Motion: 710 484
1 - Motion: 713 495
1 - Motion: 718 506
1 - Motion: 723 517
1 - Motion: 728 528
1 - Motion: 733 539
1 - Motion: 738 550
1 - Motion: 743 561
1 - Motion: 748 570
1 - Motion: 753 579
1 - Motion: 758 588
1 - Motion: 763 595
1 - Motion: 768 602
1 - Motion: 773 609
1 - Motion: 780 614
1 - Motion: 787 619
1 - Motion: 794 624
1 - Motion: 801 629
1 - Motion: 806 634
1 - Motion: 811 639
1 - Motion: 816 644
1 - Motion: 821 646
1 - Motion: 826 649
1 - Motion: 831 651
1 - Motion: 836 654
1 - Motion: 841 656
1 - Motion: 846 658
1 - Motion: 851 660
1 - Motion: 856 660
1 - Motion: 861 662
1 - Motion: 866 662
1 - Motion: 871 664
1 - Motion: 876 664
1 - Motion: 881 666
1 - Motion: 886 666
1 - Motion: 891 666
1 - Motion: 896 666
1 - Motion: 901 666
1 - Motion: 906 666
1 - Motion: 911 666
1 - Motion: 913 666
1 - Motion: 916 666
1 - Motion: 919 664
1 - Motion: 921 664
1 - Motion: 924 664
1 - Motion: 926 662
1 - Motion: 928 662
1 - Motion: 930 660
1 - Motion: 933 660
1 - Motion: 935 658
1 - Motion: 937 656
1 - Motion: 939 656
1 - Motion: 941 654
1 - Motion: 943 652
1 - Motion: 945 650
1 - Motion: 947 647
1 - Motion: 947 645
1 - Motion: 949 643
1 - Motion: 951 640
1 - Motion: 951 635
1 - Motion: 951 630
1 - Motion: 953 625
1 - Motion: 953 620
1 - Motion: 953 615
1 - Motion: 951 610
1 - Motion: 951 603
1 - Motion: 949 596
1 - Motion: 947 589
1 - Motion: 945 582
1 - Motion: 942 573
1 - Motion: 940 564
1 - Motion: 937 555
1 - Motion: 934 546
1 - Motion: 931 537
1 - Motion: 928 528
1 - Motion: 923 519
1 - Motion: 918 510
1 - Motion: 913 501
1 - Motion: 908 492
1 - Motion: 903 483
1 - Motion: 898 474
1 - Motion: 893 465
1 - Motion: 888 456
1 - Motion: 883 447
1 - Motion: 878 440
1 - Motion: 873 433
1 - Motion: 868 426
1 - Motion: 863 421
1 - Motion: 858 416
1 - Motion: 853 414
1 - Motion: 848 411
1 - Motion: 846 409
1 - Motion: 843 407
1 - Motion: 840 405
1 - Motion: 837 403
1 - Motion: 834 401
1 - Motion: 831 401
1 - Motion: 828 399
1 - Motion: 825 399
1 - Motion: 822 397
1 - Motion: 819 397
1 - Motion: 816 397
1 - Motion: 813 395
1 - Motion: 810 395
1 - Motion: 807 395
1 - Motion: 804 395
1 - Motion: 801 395
1 - Motion: 798 395
1 - Motion: 795 397
1 - Motion: 792 397
1 - Motion: 789 397
1 - Motion: 786 397
1 - Motion: 784 399
1 - Motion: 782 399
1 - Motion: 780 399
1 - Motion: 778 399
1 - Motion: 776 401
1 - Motion: 774 401
1 - Motion: 772 401
1 - Motion: 770 401
1 - Motion: 770 402
1 - Motion: 770 403
1 - Motion: 770 404
1 - Motion: 770 405
1 - Motion: 771 406
1 - Motion: 771 407
1 - Motion: 773 409
1 - Motion: 774 411
1 - Motion: 776 416
1 - Motion: 779 421
1 - Motion: 782 428
1 - Motion: 785 435
1 - Motion: 790 442
1 - Motion: 795 449
1 - Motion: 800 456
1 - Motion: 805 463
1 - Motion: 810 470
1 - Motion: 815 477
1 - Motion: 820 484
1 - Motion: 825 491
1 - Motion: 830 498
1 - Motion: 835 505
1 - Motion: 842 512
1 - Motion: 849 519
1 - Motion: 856 526
1 - Motion: 863 533
1 - Motion: 870 540
1 - Motion: 877 547
1 - Motion: 884 554
1 - Motion: 891 561
1 - Motion: 900 566
1 - Motion: 909 571
1 - Motion: 918 576
1 - Motion: 927 581
1 - Motion: 938 586
1 - Motion: 949 591
1 - Motion: 960 593
1 - Motion: 971 596
1 - Motion: 982 598
1 - Motion: 995 600
1 - Motion: 1008 600
1 - Motion: 1021 602
1 - Motion: 1034 602
1 - Motion: 1047 600
1 - Motion: 1060 600
1 - Motion: 1075 598
1 - Motion: 1090 596
1 - Motion: 1105 594
1 - Motion: 1120 592
1 - Motion: 1135 590
1 - Motion: 1150 587
1 - Motion: 1165 584
1 - Motion: 1180 581
1 - Motion: 1193 578
1 - Motion: 1206 575
1 - Motion: 1219 572
1 - Motion: 1232 569
1 - Motion: 1243 566
1 - Motion: 1254 561
1 - Motion: 1265 556
1 - Motion: 1276 551
1 - Motion: 1285 546
1 - Motion: 1294 541
1 - Motion: 1301 536
1 - Motion: 1308 531
1 - Motion: 1315 526
1 - Motion: 1320 521
1 - Motion: 1325 514
1 - Motion: 1327 507
1 - Motion: 1329 500
1 - Motion: 1329 493
1 - Motion: 1329 486
1 - Motion: 1327 479
1 - Motion: 1325 472
1 - Motion: 1322 463
1 - Motion: 1320 454
1 - Motion: 1315 445
1 - Motion: 1310 436
1 - Motion: 1303 427
1 - Motion: 1296 418
1 - Motion: 1289 409
1 - Motion: 1278 400
1 - Motion: 1267 391
1 - Motion: 1256 382
1 - Motion: 1245 373
1 - Motion: 1232 364
1 - Motion: 1217 355
1 - Motion: 1202 346
1 - Motion: 1187 337
1 - Motion: 1170 328
1 - Motion: 1153 319
1 - Motion: 1136 310
1 - Motion: 1119 301
1 - Motion: 1100 294
1 - Motion: 1079 287
1 - Motion: 1058 282
1 - Motion: 1037 277
1 - Motion: 1016 272
1 - Motion: 995 267
1 - Motion: 974 265
1 - Motion: 953 263
1 - Motion: 932 261
1 - Motion: 911 259
1 - Motion: 890 261
1 - Motion: 869 261
1 - Motion: 848 263
1 - Motion: 827 263
1 - Motion: 806 265
1 - Motion: 785 268
1 - Motion: 766 270
1 - Motion: 747 272
1 - Motion: 730 277
1 - Motion: 713 282
1 - Motion: 696 287
1 - Motion: 683 292
1 - Motion: 670 297
1 - Motion: 659 304
1 - Motion: 648 311
1 - Motion: 639 318
1 - Motion: 630 325
1 - Motion: 623 332
1 - Motion: 618 339
1 - Motion: 613 348
1 - Motion: 608 357
1 - Motion: 606 366
1 - Motion: 604 375
1 - Motion: 602 384
1 - Motion: 604 395
1 - Motion: 604 406
1 - Motion: 606 417
1 - Motion: 609 428
1 - Motion: 612 439
1 - Motion: 615 450
1 - Motion: 620 463
1 - Motion: 625 476
1 - Motion: 630 489
1 - Motion: 635 502
1 - Motion: 640 515
1 - Motion: 645 526
1 - Motion: 650 537
1 - Motion: 655 548
1 - Motion: 660 559
1 - Motion: 665 568
1 - Motion: 672 577
1 - Motion: 679 586
1 - Motion: 686 595
1 - Motion: 693 602
1 - Motion: 700 609
1 - Motion: 707 616
1 - Motion: 714 623
1 - Motion: 721 630
1 - Motion: 728 637
1 - Motion: 735 642
1 - Motion: 742 647
1 - Motion: 749 652
1 - Motion: 756 657
1 - Motion: 763 662
1 - Motion: 770 667
1 - Motion: 779 672
1 - Motion: 788 674
1 - Motion: 797 677
1 - Motion: 806 679
1 - Motion: 815 679
1 - Motion: 824 681
1 - Motion: 833 681
1 - Motion: 840 681
1 - Motion: 847 683
1 - Motion: 854 683
1 - Motion: 861 683
1 - Motion: 866 683
1 - Motion: 871 681
1 - Motion: 876 681
1 - Motion: 881 681
1 - Motion: 886 681
1 - Motion: 891 681
1 - Motion: 896 679
1 - Motion: 901 679
1 - Motion: 906 679
1 - Motion: 908 677
1 - Motion: 910 677
1 - Motion: 913 675
1 - Motion: 915 675
1 - Motion: 917 673
1 - Motion: 919 673
1 - Motion: 921 671
1 - Motion: 921 669
1 - Motion: 923 667
1 - Motion: 923 666
1 - Motion: 923 664
1 - Motion: 923 662
1 - Motion: 923 661
1 - Motion: 921 658
1 - Motion: 919 655
1 - Motion: 916 652
1 - Motion: 913 649
1 - Motion: 908 644
1 - Motion: 903 637
1 - Motion: 898 630
1 - Motion: 891 623
1 - Motion: 884 616
1 - Motion: 877 609
1 - Motion: 868 602
1 - Motion: 859 595
1 - Motion: 850 588
1 - Motion: 841 581
1 - Motion: 830 574
1 - Motion: 819 567
1 - Motion: 808 560
1 - Motion: 797 553
1 - Motion: 786 546
1 - Motion: 775 539
1 - Motion: 764 534
1 - Motion: 753 529
1 - Motion: 742 524
1 - Motion: 731 519
1 - Motion: 720 517
1 - Motion: 709 514
1 - Motion: 698 512
1 - Motion: 687 510
1 - Motion: 676 510
1 - Motion: 665 508
1 - Motion: 654 508
1 - Motion: 643 506
1 - Motion: 632 506
1 - Motion: 623 506
1 - Motion: 614 506
1 - Motion: 605 508
1 - Motion: 598 508
1 - Motion: 591 508
1 - Motion: 586 508
1 - Motion: 581 510
1 - Motion: 576 510
1 - Motion: 571 512
1 - Motion: 569 512
1 - Motion: 566 512
1 - Motion: 564 514
1 - Motion: 561 514
1 - Motion: 559 516
1 - Motion: 557 518
1 - Motion: 555 518
1 - Motion: 555 520
1 - Motion: 555 521
1 - Motion: 555 522
