New log started
Initializing OpenCL environement...
1 - Motion: 556 523
1 - Motion: 558 528
1 - Motion: 563 533
1 - Motion: 568 540
1 - Motion: 573 547
1 - Motion: 580 554
1 - Motion: 587 561
1 - Motion: 594 568
1 - Motion: 601 575
1 - Motion: 610 582
1 - Motion: 619 589
1 - Motion: 628 596
1 - Motion: 637 603
1 - Motion: 646 610
1 - Motion: 655 617
1 - Motion: 664 624
1 - Motion: 673 631
1 - Motion: 682 638
1 - Motion: 693 645
1 - Motion: 704 652
1 - Motion: 715 657
1 - Motion: 726 662
1 - Motion: 737 667
1 - Motion: 748 672
1 - Motion: 761 677
1 - Motion: 774 682
1 - Motion: 787 687
1 - Motion: 800 692
1 - Motion: 813 694
1 - Motion: 828 696
1 - Motion: 843 698
1 - Motion: 858 698
1 - Motion: 873 698
1 - Motion: 888 698
1 - Motion: 903 698
1 - Motion: 918 698
1 - Motion: 933 696
1 - Motion: 946 694
1 - Motion: 959 694
1 - Motion: 972 692
1 - Motion: 985 690
1 - Motion: 996 690
1 - Motion: 1007 688
1 - Motion: 1016 686
1 - Motion: 1025 684
1 - Motion: 1032 682
1 - Motion: 1037 680
1 - Motion: 1042 678
1 - Motion: 1047 675
1 - Motion: 1049 673
1 - Motion: 1052 671
1 - Motion: 1054 668
1 - Motion: 1056 666
1 - Motion: 1058 663
1 - Motion: 1058 660
1 - Motion: 1058 657
1 - Motion: 1058 652
1 - Motion: 1058 647
1 - Motion: 1060 642
1 - Motion: 1058 637
1 - Motion: 1056 632
1 - Motion: 1053 625
1 - Motion: 1050 618
1 - Motion: 1047 611
1 - Motion: 1042 602
1 - Motion: 1035 593
1 - Motion: 1028 584
1 - Motion: 1021 575
1 - Motion: 1012 566
1 - Motion: 1003 557
1 - Motion: 992 548
1 - Motion: 981 539
1 - Motion: 970 530
1 - Motion: 959 521
1 - Motion: 946 512
1 - Motion: 933 503
1 - Motion: 920 494
1 - Motion: 907 485
1 - Motion: 894 478
1 - Motion: 881 471
1 - Motion: 868 464
1 - Motion: 855 459
1 - Motion: 842 454
1 - Motion: 831 449
1 - Motion: 820 444
1 - Motion: 809 442
1 - Motion: 798 439
1 - Motion: 787 437
1 - Motion: 776 435
1 - Motion: 765 433
1 - Motion: 754 433
1 - Motion: 743 431
1 - Motion: 732 431
1 - Motion: 721 431
1 - Motion: 710 431
1 - Motion: 699 433
1 - Motion: 688 433
1 - Motion: 679 433
1 - Motion: 670 435
1 - Motion: 661 435
1 - Motion: 654 435
1 - Motion: 647 437
1 - Motion: 640 437
1 - Motion: 633 439
1 - Motion: 628 439
1 - Motion: 626 439
1 - Motion: 623 441
1 - Motion: 621 441
1 - Motion: 619 441
1 - Motion: 617 441
1 - Motion: 615 443
1 - Motion: 616 443
1 - Motion: 616 444
1 - Motion: 617 445
1 - Motion: 618 446
1 - Motion: 620 447
1 - Motion: 622 450
1 - Motion: 623 452
1 - Motion: 625 453
1 - Motion: 627 455
1 - Motion: 630 457
1 - Motion: 631 459
1 - Motion: 633 461
1 - Motion: 633 462
1 - Motion: 635 462
1 - Motion: 635 464
1 - Motion: 637 466
1 - Motion: 637 467
1 - Motion: 638 467
1 - Motion: 639 467
1 - Motion: 641 468
1 - Motion: 642 470
1 - Motion: 645 470
1 - Motion: 648 472
1 - Motion: 651 472
1 - Motion: 654 474
1 - Motion: 657 476
1 - Motion: 660 476
1 - Motion: 663 476
1 - Motion: 668 478
1 - Motion: 673 478
1 - Motion: 680 480
1 - Motion: 687 480
1 - Motion: 694 478
1 - Motion: 701 478
1 - Motion: 708 478
1 - Motion: 717 478
1 - Motion: 726 476
1 - Motion: 735 474
1 - Motion: 744 474
1 - Motion: 753 472
1 - Motion: 762 470
1 - Motion: 771 468
1 - Motion: 780 466
1 - Motion: 791 463
1 - Motion: 802 461
1 - Motion: 813 456
1 - Motion: 824 451
1 - Motion: 835 446
1 - Motion: 846 441
1 - Motion: 857 436
1 - Motion: 866 431
1 - Motion: 875 426
1 - Motion: 882 419
1 - Motion: 889 412
1 - Motion: 896 405
1 - Motion: 901 398
1 - Motion: 906 391
1 - Motion: 911 384
1 - Motion: 916 377
1 - Motion: 921 370
1 - Motion: 923 363
1 - Motion: 923 356
1 - Motion: 923 349
1 - Motion: 923 342
1 - Motion: 923 335
1 - Motion: 921 328
1 - Motion: 921 321
1 - Motion: 919 314
1 - Motion: 917 307
1 - Motion: 915 300
1 - Motion: 913 293
1 - Motion: 910 286
1 - Motion: 908 279
1 - Motion: 905 272
1 - Motion: 902 265
1 - Motion: 899 258
1 - Motion: 894 253
1 - Motion: 889 248
1 - Motion: 884 243
1 - Motion: 879 238
1 - Motion: 874 236
1 - Motion: 869 234
1 - Motion: 864 232
1 - Motion: 859 230
1 - Motion: 854 228
1 - Motion: 849 226
1 - Motion: 844 226
1 - Motion: 839 224
1 - Motion: 834 224
1 - Motion: 829 224
1 - Motion: 822 224
1 - Motion: 815 224
1 - Motion: 808 224
1 - Motion: 799 224
1 - Motion: 790 226
1 - Motion: 781 226
1 - Motion: 770 228
1 - Motion: 759 228
1 - Motion: 748 230
1 - Motion: 737 232
1 - Motion: 726 234
1 - Motion: 715 236
1 - Motion: 704 239
1 - Motion: 693 241
1 - Motion: 680 244
1 - Motion: 667 246
1 - Motion: 654 249
1 - Motion: 641 252
1 - Motion: 628 255
1 - Motion: 615 258
1 - Motion: 604 261
1 - Motion: 593 266
1 - Motion: 582 271
1 - Motion: 571 276
1 - Motion: 560 283
1 - Motion: 551 290
1 - Motion: 542 297
1 - Motion: 535 304
1 - Motion: 528 313
1 - Motion: 521 322
1 - Motion: 516 331
1 - Motion: 511 340
1 - Motion: 506 349
1 - Motion: 504 358
1 - Motion: 502 367
1 - Motion: 500 376
1 - Motion: 498 385
1 - Motion: 498 394
1 - Motion: 498 403
1 - Motion: 500 412
1 - Motion: 500 421
1 - Motion: 502 430
1 - Motion: 504 439
1 - Motion: 506 448
1 - Motion: 508 457
1 - Motion: 510 466
1 - Motion: 513 473
1 - Motion: 516 480
1 - Motion: 518 487
1 - Motion: 521 494
1 - Motion: 524 501
1 - Motion: 529 508
1 - Motion: 534 515
1 - Motion: 539 522
1 - Motion: 544 527
1 - Motion: 549 532
1 - Motion: 554 537
1 - Motion: 561 542
1 - Motion: 568 547
1 - Motion: 575 552
1 - Motion: 582 557
1 - Motion: 589 562
1 - Motion: 596 564
1 - Motion: 603 566
1 - Motion: 612 568
1 - Motion: 621 571
1 - Motion: 630 573
1 - Motion: 639 573
1 - Motion: 648 575
1 - Motion: 657 577
1 - Motion: 666 577
1 - Motion: 675 577
1 - Motion: 684 575
1 - Motion: 693 575
1 - Motion: 702 573
1 - Motion: 711 571
1 - Motion: 720 569
1 - Motion: 729 567
1 - Motion: 738 565
1 - Motion: 747 562
1 - Motion: 756 560
1 - Motion: 765 558
1 - Motion: 774 555
1 - Motion: 781 553
1 - Motion: 788 550
1 - Motion: 795 547
1 - Motion: 802 544
1 - Motion: 807 541
1 - Motion: 812 539
1 - Motion: 817 536
1 - Motion: 822 533
1 - Motion: 824 530
1 - Motion: 826 528
1 - Motion: 828 525
1 - Motion: 830 522
1 - Motion: 832 519
1 - Motion: 834 517
1 - Motion: 834 514
1 - Motion: 836 511
1 - Motion: 836 508
1 - Motion: 836 505
1 - Motion: 836 502
1 - Motion: 836 499
1 - Motion: 834 496
1 - Motion: 832 493
1 - Motion: 830 490
1 - Motion: 830 487
1 - Motion: 828 484
1 - Motion: 826 481
1 - Motion: 824 478
1 - Motion: 821 475
1 - Motion: 819 472
1 - Motion: 817 469
1 - Motion: 815 466
1 - Motion: 812 463
1 - Motion: 810 461
1 - Motion: 808 458
1 - Motion: 806 456
1 - Motion: 804 454
1 - Motion: 802 452
1 - Motion: 800 450
1 - Motion: 800 448
1 - Motion: 798 446
1 - Motion: 796 446
1 - Motion: 796 444
1 - Motion: 796 442
1 - Motion: 794 442
1 - Motion: 793 440
1 - Keypress: 105
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65453
1 - Keyrelease: 65453
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keypress: 65451
1 - Keyrelease: 65451
1 - Keyrelease: 105
1 - Motion: 793 441
1 - Motion: 794 441
1 - Motion: 794 442
1 - Motion: 796 443
1 - Motion: 799 445
1 - Motion: 803 445
1 - Motion: 808 445
1 - Motion: 813 445
1 - Motion: 818 445
1 - Motion: 823 445
1 - Motion: 828 443
1 - Motion: 833 443
1 - Motion: 838 440
1 - Motion: 845 438
1 - Motion: 852 436
1 - Motion: 859 433
1 - Motion: 868 430
1 - Motion: 877 425
1 - Motion: 886 420
1 - Motion: 895 415
1 - Motion: 904 410
1 - Motion: 913 405
1 - Motion: 922 400
1 - Motion: 933 393
1 - Motion: 944 386
1 - Motion: 955 379
1 - Motion: 966 372
1 - Motion: 977 365
1 - Motion: 988 358
1 - Motion: 999 351
1 - Motion: 1010 344
1 - Motion: 1021 337
1 - Motion: 1032 330
1 - Motion: 1043 321
1 - Motion: 1054 312
1 - Motion: 1065 303
1 - Motion: 1076 294
1 - Motion: 1087 285
1 - Motion: 1098 276
1 - Motion: 1109 267
1 - Motion: 1120 258
1 - Motion: 1131 249
1 - Motion: 1142 240
1 - Motion: 1153 231
1 - Motion: 1162 222
1 - Motion: 1171 213
1 - Motion: 1180 204
1 - Motion: 1189 195
1 - Motion: 1196 186
1 - Motion: 1203 177
1 - Motion: 1210 168
1 - Motion: 1217 159
1 - Motion: 1222 150
1 - Motion: 1227 143
1 - Motion: 1232 136
1 - Motion: 1234 129
1 - Motion: 1237 122
1 - Motion: 1239 117
1 - Motion: 1239 112
1 - Motion: 1239 107
1 - Motion: 1239 102
1 - Motion: 1237 97
1 - Motion: 1235 95
1 - Motion: 1233 92
1 - Motion: 1231 89
1 - Motion: 1229 87
1 - Motion: 1226 84
1 - Motion: 1223 81
1 - Motion: 1220 79
1 - Motion: 1217 76
1 - Motion: 1214 73
1 - Motion: 1209 71
1 - Motion: 1204 68
1 - Motion: 1199 66
1 - Motion: 1192 63
1 - Motion: 1185 61
1 - Motion: 1178 59
1 - Motion: 1171 57
1 - Motion: 1164 55
1 - Motion: 1155 53
1 - Motion: 1146 51
1 - Motion: 1137 49
1 - Motion: 1128 47
1 - Motion: 1119 45
1 - Motion: 1110 45
1 - Motion: 1101 43
1 - Motion: 1092 43
1 - Motion: 1083 41
1 - Motion: 1074 41
1 - Motion: 1065 41
1 - Motion: 1056 39
1 - Motion: 1047 39
1 - Motion: 1038 39
1 - Motion: 1029 39
1 - Motion: 1020 39
1 - Motion: 1011 39
1 - Motion: 1002 39
1 - Motion: 995 41
1 - Motion: 988 41
1 - Motion: 981 43
1 - Motion: 974 45
1 - Motion: 967 47
1 - Motion: 960 47
1 - Motion: 953 49
1 - Motion: 946 51
1 - Motion: 939 53
1 - Motion: 932 55
1 - Motion: 925 57
1 - Motion: 918 60
1 - Motion: 911 62
1 - Motion: 906 64
1 - Motion: 901 67
1 - Motion: 896 69
1 - Motion: 891 72
1 - Motion: 886 75
1 - Motion: 881 78
1 - Motion: 876 81
1 - Motion: 871 84
1 - Motion: 866 87
1 - Motion: 861 92
1 - Motion: 856 97
1 - Motion: 851 102
1 - Motion: 846 107
1 - Motion: 841 114
1 - Motion: 836 121
1 - Motion: 831 128
1 - Motion: 826 135
1 - Motion: 821 142
1 - Motion: 816 149
1 - Motion: 811 158
1 - Motion: 806 167
1 - Motion: 801 176
1 - Motion: 796 185
1 - Motion: 791 194
1 - Motion: 786 203
1 - Motion: 784 212
1 - Motion: 781 221
1 - Motion: 779 230
1 - Motion: 777 239
1 - Motion: 775 248
1 - Motion: 773 257
1 - Motion: 771 266
1 - Motion: 769 275
1 - Motion: 767 282
1 - Motion: 767 289
1 - Motion: 765 296
1 - Motion: 765 303
1 - Motion: 765 310
1 - Motion: 765 315
1 - Motion: 765 320
1 - Motion: 765 325
1 - Motion: 765 330
1 - Motion: 767 335
1 - Motion: 767 337
1 - Motion: 769 340
1 - Motion: 769 343
1 - Motion: 771 346
1 - Motion: 771 351
1 - Motion: 773 356
1 - Motion: 775 361
1 - Motion: 777 366
1 - Motion: 779 371
1 - Motion: 782 376
1 - Motion: 784 381
1 - Motion: 787 386
1 - Motion: 790 391
1 - Motion: 793 396
1 - Motion: 796 401
1 - Motion: 801 406
1 - Motion: 806 411
1 - Motion: 811 418
1 - Motion: 816 425
1 - Motion: 821 432
1 - Motion: 826 437
1 - Motion: 831 442
1 - Motion: 838 447
1 - Motion: 845 452
1 - Motion: 852 457
1 - Motion: 859 462
1 - Motion: 866 467
1 - Motion: 873 472
1 - Motion: 880 477
1 - Motion: 887 482
1 - Motion: 894 484
1 - Motion: 901 486
1 - Motion: 908 489
1 - Motion: 915 491
1 - Motion: 922 493
1 - Motion: 929 495
1 - Motion: 936 497
1 - Motion: 943 497
1 - Motion: 950 499
1 - Motion: 957 501
1 - Motion: 964 503
1 - Motion: 971 505
1 - Motion: 978 505
1 - Motion: 983 507
1 - Motion: 988 507
1 - Motion: 993 509
1 - Motion: 998 509
1 - Motion: 1003 509
1 - Motion: 1008 509
1 - Motion: 1013 511
1 - Motion: 1018 511
1 - Motion: 1020 511
1 - Motion: 1023 511
1 - Motion: 1025 511
1 - Motion: 1028 513
1 - Motion: 1030 513
1 - Motion: 1032 513
1 - Motion: 1034 513
1 - Motion: 1037 513
1 - Motion: 1039 513
1 - Motion: 1041 513
1 - Motion: 1043 513
1 - Motion: 1045 513
1 - Motion: 1047 513
1 - Motion: 1049 513
1 - Motion: 1050 513
1 - Motion: 1052 511
1 - Motion: 1054 511
1 - Motion: 1056 511
1 - Motion: 1057 511
1 - Motion: 1059 511
1 - Motion: 1058 511
1 - Motion: 1057 511
1 - Motion: 1056 512
1 - Motion: 1055 512
1 - Motion: 1052 512
1 - Motion: 1051 514
1 - Motion: 1048 514
1 - Motion: 1045 516
1 - Motion: 1042 518
1 - Motion: 1039 518
1 - Motion: 1036 520
1 - Motion: 1033 523
1 - Motion: 1030 525
1 - Motion: 1025 527
1 - Motion: 1020 530
1 - Motion: 1015 533
1 - Motion: 1010 535
1 - Motion: 1005 538
1 - Motion: 1000 541
1 - Motion: 995 544
1 - Motion: 990 547
1 - Motion: 985 550
1 - Motion: 980 553
1 - Motion: 978 556
1 - Motion: 975 559
1 - Motion: 972 562
1 - Motion: 969 567
1 - Motion: 966 572
1 - Motion: 963 577
1 - Motion: 960 582
1 - Motion: 958 587
1 - Motion: 955 592
1 - Motion: 952 597
1 - Motion: 950 602
1 - Motion: 947 607
1 - Motion: 944 612
1 - Motion: 942 617
1 - Motion: 939 622
1 - Motion: 937 627
1 - Motion: 934 632
1 - Motion: 932 637
1 - Motion: 929 642
1 - Motion: 927 647
1 - Motion: 924 652
1 - Motion: 922 659
1 - Motion: 919 666
1 - Motion: 916 673
1 - Motion: 914 680
1 - Motion: 911 687
1 - Motion: 908 694
1 - Motion: 906 701
1 - Motion: 903 708
1 - Motion: 900 715
1 - Motion: 898 722
1 - Motion: 895 729
1 - Motion: 892 736
1 - Motion: 889 741
1 - Motion: 887 746
1 - Motion: 884 751
1 - Motion: 881 756
1 - Motion: 879 761
1 - Motion: 876 766
1 - Motion: 874 771
1 - Motion: 871 776
1 - Motion: 868 781
1 - Motion: 866 786
1 - Motion: 863 791
1 - Motion: 861 796
1 - Motion: 858 801
1 - Motion: 855 806
1 - Keypress: 65364
1 - Motion: 853 808
1 - Motion: 850 810
1 - Motion: 848 813
1 - Motion: 845 815
1 - Motion: 842 817
1 - Motion: 839 819
1 - Motion: 836 821
1 - Motion: 833 823
1 - Motion: 830 825
1 - Motion: 827 825
1 - Motion: 824 827
1 - Motion: 821 827
1 - Motion: 818 829
1 - Motion: 815 829
1 - Motion: 812 829
1 - Motion: 809 829
1 - Motion: 806 829
1 - Motion: 803 831
1 - Motion: 800 831
1 - Motion: 797 831
1 - Motion: 794 831
1 - Keypress: 65363
1 - Motion: 791 831
1 - Motion: 786 831
1 - Motion: 781 831
1 - Motion: 776 833
1 - Motion: 771 833
1 - Motion: 766 833
1 - Motion: 764 833
1 - Motion: 761 831
1 - Motion: 758 831
1 - Motion: 756 831
1 - Motion: 753 831
1 - Motion: 751 831
1 - Motion: 748 831
1 - Motion: 746 831
1 - Motion: 744 831
1 - Motion: 742 831
1 - Motion: 740 831
1 - Motion: 738 831
1 - Motion: 738 830
1 - Motion: 737 830
1 - Motion: 737 829
1 - Motion: 738 828
1 - Motion: 738 826
1 - Motion: 740 822
1 - Motion: 742 818
1 - Motion: 744 814
1 - Motion: 746 810
1 - Motion: 748 806
1 - Motion: 750 802
1 - Motion: 753 798
1 - Motion: 755 793
1 - Motion: 758 788
1 - Motion: 760 783
1 - Motion: 763 778
1 - Motion: 766 773
1 - Motion: 769 768
1 - Motion: 772 763
1 - Motion: 775 758
1 - Motion: 778 753
1 - Motion: 781 748
1 - Motion: 784 743
1 - Motion: 789 738
1 - Motion: 794 733
1 - Motion: 799 728
1 - Motion: 804 723
1 - Motion: 809 716
1 - Motion: 814 709
1 - Motion: 819 702
1 - Motion: 824 695
1 - Motion: 829 688
1 - Motion: 834 681
1 - Motion: 839 674
1 - Motion: 844 667
1 - Motion: 849 660
1 - Motion: 854 653
1 - Motion: 859 646
1 - Motion: 864 639
1 - Motion: 869 632
1 - Motion: 874 625
1 - Motion: 879 618
1 - Motion: 884 611
1 - Motion: 889 604
1 - Motion: 894 597
1 - Motion: 899 590
1 - Motion: 904 583
1 - Motion: 909 576
1 - Motion: 914 569
1 - Motion: 916 562
1 - Motion: 919 555
1 - Keyrelease: 65364
1 - Motion: 922 548
1 - Motion: 925 541
1 - Motion: 927 536
1 - Motion: 930 531
1 - Motion: 932 526
1 - Motion: 935 521
1 - Motion: 937 516
1 - Motion: 939 511
1 - Motion: 942 506
1 - Motion: 944 501
1 - Motion: 944 496
1 - Motion: 946 491
1 - Motion: 946 486
1 - Motion: 946 481
1 - Motion: 948 476
1 - Motion: 948 471
1 - Motion: 950 466
1 - Motion: 950 464
1 - Motion: 950 461
1 - Motion: 952 459
1 - Motion: 952 456
1 - Motion: 952 454
1 - Motion: 954 452
1 - Motion: 954 449
1 - Motion: 956 447
1 - Motion: 956 445
1 - Motion: 958 443
1 - Motion: 960 440
1 - Motion: 962 438
1 - Motion: 962 436
1 - Motion: 964 433
1 - Motion: 966 430
1 - Motion: 966 427
1 - Motion: 968 424
1 - Motion: 970 421
1 - Motion: 972 418
1 - Motion: 974 413
1 - Motion: 976 408
1 - Motion: 976 403
1 - Keyrelease: 65363
1 - Motion: 978 398
1 - Motion: 980 393
1 - Motion: 980 388
1 - Motion: 982 383
1 - Motion: 982 378
1 - Motion: 984 373
1 - Motion: 984 368
1 - Motion: 986 363
1 - Motion: 986 358
1 - Motion: 986 353
1 - Motion: 988 348
1 - Motion: 988 343
1 - Motion: 990 338
1 - Motion: 990 333
1 - Motion: 992 328
1 - Motion: 992 323
1 - Motion: 994 318
1 - Motion: 994 313
1 - Motion: 994 308
1 - Motion: 994 303
1 - Motion: 996 298
1 - Motion: 996 296
1 - Keypress: 65361
1 - Motion: 996 295
1 - Motion: 996 294
1 - Motion: 996 293
1 - Keypress: 65362
1 - Keyrelease: 65361
1 - Buttonpress: 1
1 - Motion: 996 293
1 - Keyrelease: 65362
1 - Buttonrelease: 1
1 - Motion: 996 293
1 - Motion: 995 293
1 - Motion: 994 293
1 - Motion: 993 294
1 - Motion: 992 294
1 - Motion: 991 294
1 - Motion: 990 294
1 - Motion: 989 294
1 - Motion: 988 294
1 - Motion: 987 294
1 - Motion: 986 294
1 - Motion: 985 295
1 - Motion: 984 295
1 - Motion: 983 295
1 - Motion: 982 295
1 - Motion: 982 296
1 - Motion: 981 296
1 - Motion: 980 296
1 - Motion: 980 297
1 - Motion: 979 297
1 - Motion: 978 298
1 - Motion: 978 299
1 - Motion: 977 299
1 - Motion: 977 300
1 - Motion: 976 300
1 - Motion: 976 301
1 - Motion: 975 302
1 - Motion: 973 302
1 - Motion: 973 303
1 - Motion: 972 304
1 - Motion: 971 305
1 - Motion: 971 307
1 - Motion: 970 308
1 - Motion: 968 310
1 - Motion: 966 311
1 - Motion: 966 313
1 - Motion: 965 315
1 - Motion: 963 316
1 - Motion: 963 318
1 - Motion: 961 320
1 - Motion: 959 322
1 - Motion: 959 323
1 - Motion: 958 325
1 - Motion: 958 327
1 - Motion: 956 329
1 - Motion: 956 330
1 - Motion: 954 332
1 - Motion: 954 334
1 - Motion: 954 336
1 - Motion: 952 338
1 - Motion: 952 339
1 - Motion: 952 341
1 - Motion: 951 343
1 - Motion: 951 345
1 - Motion: 951 346
1 - Motion: 951 348
1 - Motion: 949 350
1 - Motion: 949 351
1 - Motion: 949 353
1 - Motion: 949 355
1 - Motion: 947 356
1 - Motion: 947 358
1 - Motion: 947 360
1 - Motion: 947 362
1 - Motion: 947 363
1 - Motion: 947 365
1 - Motion: 947 366
1 - Motion: 947 368
1 - Motion: 947 370
1 - Motion: 947 371
1 - Motion: 947 373
1 - Motion: 947 374
1 - Motion: 947 376
1 - Motion: 949 378
1 - Motion: 949 379
1 - Motion: 949 381
1 - Motion: 949 382
1 - Motion: 949 383
1 - Motion: 949 384
1 - Motion: 950 384
1 - Motion: 950 385
1 - Motion: 950 386
1 - Motion: 950 387
1 - Motion: 951 388
1 - Motion: 951 389
1 - Motion: 951 390
1 - Motion: 952 391
1 - Motion: 952 392
1 - Motion: 953 392
1 - Motion: 953 393
1 - Motion: 953 394
1 - Motion: 954 394
1 - Motion: 954 395
1 - Motion: 955 395
1 - Motion: 956 395
1 - Motion: 957 395
1 - Motion: 958 395
1 - Motion: 959 395
1 - Motion: 960 395
1 - Motion: 961 395
1 - Motion: 962 395
1 - Motion: 963 395
1 - Motion: 964 396
1 - Motion: 965 396
1 - Motion: 966 396
1 - Motion: 967 396
1 - Motion: 968 396
1 - Motion: 969 397
1 - Motion: 971 397
1 - Motion: 973 397
1 - Motion: 974 398
1 - Motion: 977 398
1 - Motion: 978 398
1 - Motion: 981 398
1 - Motion: 983 400
1 - Motion: 985 400
1 - Motion: 988 400
1 - Motion: 989 402
1 - Motion: 991 402
1 - Motion: 994 402
1 - Motion: 996 404
1 - Motion: 998 404
1 - Motion: 1001 404
1 - Motion: 1003 406
1 - Motion: 1005 406
1 - Motion: 1007 406
1 - Motion: 1008 406
1 - Motion: 1010 408
1 - Motion: 1013 409
1 - Motion: 1015 409
1 - Motion: 1017 411
1 - Motion: 1019 413
1 - Motion: 1021 413
1 - Motion: 1023 415
1 - Motion: 1025 418
1 - Motion: 1027 420
1 - Motion: 1030 422
1 - Motion: 1032 424
1 - Motion: 1035 427
1 - Motion: 1037 429
1 - Motion: 1039 431
1 - Motion: 1042 433
1 - Motion: 1044 435
1 - Motion: 1046 437
1 - Motion: 1049 439
1 - Motion: 1051 441
1 - Motion: 1054 443
1 - Motion: 1056 446
1 - Motion: 1059 448
1 - Motion: 1061 450
1 - Motion: 1064 452
1 - Motion: 1066 455
1 - Motion: 1069 457
1 - Motion: 1072 459
1 - Motion: 1075 462
1 - Motion: 1078 464
1 - Motion: 1080 466
1 - Motion: 1083 469
1 - Motion: 1086 471
1 - Motion: 1089 474
1 - Motion: 1092 476
1 - Motion: 1097 479
1 - Motion: 1102 482
1 - Motion: 1107 484
1 - Motion: 1112 487
1 - Motion: 1117 489
1 - Motion: 1122 492
1 - Motion: 1127 494
1 - Motion: 1132 497
1 - Motion: 1137 500
1 - Motion: 1142 503
1 - Motion: 1147 505
1 - Motion: 1152 508
1 - Motion: 1157 511
1 - Motion: 1162 514
1 - Motion: 1167 517
1 - Motion: 1172 520
1 - Motion: 1177 523
1 - Motion: 1182 525
1 - Motion: 1187 528
1 - Motion: 1192 531
1 - Motion: 1197 534
1 - Motion: 1202 536
1 - Motion: 1207 539
1 - Motion: 1212 542
1 - Motion: 1217 544
1 - Motion: 1222 547
1 - Motion: 1227 550
1 - Motion: 1232 552
1 - Motion: 1237 555
1 - Motion: 1239 558
1 - Motion: 1242 561
1 - Motion: 1245 563
1 - Motion: 1248 566
1 - Motion: 1251 569
1 - Motion: 1253 572
1 - Motion: 1256 575
1 - Motion: 1259 577
1 - Motion: 1262 580
1 - Motion: 1265 583
1 - Motion: 1268 586
1 - Motion: 1271 589
1 - Motion: 1274 592
1 - Motion: 1279 595
1 - Motion: 1284 598
1 - Motion: 1289 601
